"id";"game_image";"appid";"game_name";"release_date";"developer";"publisher";"genre";"price"
1679;"";233840;"Worms Clan Wars";"2013-08-15";"Team17 Digital Ltd";"Team17 Digital Ltd";"[3]";18.99
1680;"";233860;"Kenshi";"2018-12-06";"Lo-Fi Games";"Lo-Fi Games";"[1, 3]";22.99
1681;"";233980;"UnEpic";"2014-07-25";"@unepic_fran";"@unepic_fran";"[1, 4]";9.99
1682;"";234080;"Castlevania: Lords of Shadow – Ultimate Edition";"2013-08-27";"MercurySteam - Climax Studios";"Konami Digital Entertainment";"[1, 9]";19.99
1683;"";234140;"Mad Max";"2015-09-01";"Avalanche Studios;Feral Interactive (Mac);Feral Interactive (Linux)";"Warner Bros. Interactive Entertainment;Feral Interactive (Mac);Feral Interactive (Linux)";"[1, 9]";15.99
1684;"";234160;"Strike Suit Infinity";"2013-04-30";"Born Ready Games Ltd.";"Born Ready Games";"[1, 2]";4.99
1685;"";234190;"Receiver";"2013-04-29";"Wolfire Games";"Wolfire Games";"[1, 7]";3.99
1686;"";234270;"Ken Follett's The Pillars of the Earth";"2017-08-15";"Daedalic Entertainment";"Daedalic Entertainment";"[9, 2]";26.99
1687;"";234290;"Zack Zero";"2013-04-29";"Crocodile Entertainment";"Crocodile Entertainment";"[1, 2]";1.99
1688;"";234330;"MARVEL Puzzle Quest";"2013-12-05";"Demiurge Studios";"D3 Go!";"[6, 4]";0.0
1689;"";234350;"Luxor 2 HD";"2013-05-13";"MumboJumbo";"MumboJumbo";"[6]";6.99
1690;"";234370;"Shattered Haven";"2013-03-18";"Arcen Games, LLC";"Arcen Games, LLC";"[1, 2]";6.99
1691;"";234390;"Teleglitch: Die More Edition";"2013-07-24";"Test3 Projects";"Paradox Interactive";"[1, 2]";8.99
1692;"";234490;"Rush Bros.";"2013-05-24";"XYLA Entertainment";"Digital Tribe";"[1, 8]";7.19
1693;"";234630;"Project CARS";"2015-03-15";"Slightly Mad Studios";"Slightly Mad Studios;BANDAI NAMCO Entertainment";"[8, 13]";23.39
1694;"";234650;"Shadowrun Returns";"2013-07-25";"Harebrained Schemes";"Paradox Interactive";"[9, 3]";10.99
1695;"";234670;"NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD";"2013-10-24";"CyberConnect2 Co. Ltd.";"BANDAI NAMCO Entertainment";"[1, 9]";14.99
1696;"";234820;"Driver Fusion - The Best Driver & Device Solution";"2013-05-06";"Treexy";"Treexy";"[18, 19]";0.0
1697;"";234900;"Anodyne";"2013-03-22";"Sean Han Tani;Marina Kittaka";"Analgesic Productions";"[1, 2]";6.99
1698;"";234920;"Dyscourse";"2015-03-25";"Owlchemy Labs";"Owlchemy Labs";"[9, 7]";10.99
1699;"";234940;"The 39 Steps";"2013-04-25";"The Story Mechanics";"The Secret Experiment";"[9, 2]";3.99
1700;"";235070;"Bad Bots";"2013-05-17";"Point Five Projects";"Digital Tribe";"[1, 2]";3.99
1701;"";235210;"STRIDER™ / ストライダー飛竜®";"2014-02-19";"Double Helix Games;Capcom";"Capcom";"[1, 9]";11.99
1702;"";235250;"Super Sanctum TD";"2013-05-09";"Coffee Stain Studios";"Coffee Stain Publishing";"[6, 3]";3.99
1703;"";235320;"Original War";"2014-01-27";"Altar Games";"Bohemia Interactive";"[2, 3]";3.99
1704;"";235340;"Prime World";"2014-03-31";"Nival";"Nival";"[1, 4]";0.0
1705;"";235360;"Prime World: Defenders";"2013-06-05";"Nival";"Nival";"[6, 3]";6.99
1706;"";235380;"Blitzkrieg 3";"2017-06-02";"Nival";"Nival";"[3]";7.19
1707;"";235400;"King’s Bounty: Legions";"2013-12-10";"Nival";"Nival";"[9, 3]";0.0
1708;"";235460;"METAL GEAR RISING: REVENGEANCE";"2014-01-09";"PlatinumGames";"Konami Digital Entertainment";"[1]";19.99
1709;"";235520;"The White Laboratory";"2019-03-28";"Laboratory Systems";"Laboratory Systems;Gamera Game";"[2, 3]";7.19
1710;"";235540;"Warhammer: End Times - Vermintide";"2015-10-23";"Fatshark";"Fatshark";"[1, 2]";22.99
1711;"";235600;"Tom Clancy’s Splinter Cell Blacklist";"2013-08-23";"Ubisoft Toronto";"Ubisoft";"[1, 9]";16.99
1712;"";235620;"Small World 2";"2013-12-11";"Days of Wonder";"Days of Wonder;Asmodee Digital";"[6, 3]";6.99
1713;"";235660;"Eador: Genesis";"2013-10-14";"Alexey Bokulev;Snowbird Games";"Snowbird Games";"[2, 3]";3.99
1714;"";235720;"Cubetractor";"2013-05-29";"Ludochip";"Ludochip";"[1, 3]";3.99
1715;"";235800;"Audiosurf 2";"2015-05-26";"Dylan Fitterer";"Dylan Fitterer";"[2]";10.99
1716;"";235820;"Element4l";"2013-05-24";"I-Illusions";"I-Illusions";"[1, 2]";6.99
1717;"";235900;"RPG Maker XP";"2013-12-13";"KADOKAWA";"Degica";"[19]";18.99
1718;"";235980;"Tetrobot and Co.";"2013-10-22";"Swing Swing Submarine";"Swing Swing Submarine";"[6, 2]";6.99
1719;"";236010;"Bloxitivity";"2016-01-21";"55 Revolver";"Degica";"[6, 2]";8.99
1720;"";236090;"Dust: An Elysian Tail";"2013-05-24";"Humble Hearts LLC";"Microsoft Studios";"[1, 4]";11.99
1721;"";236110;"Dungeon Defenders II";"2017-06-20";"Trendy Entertainment";"Trendy Entertainment";"[1, 3]";0.0
1722;"";236130;"Horizon";"2014-02-06";"L3O Interactive";"Iceberg Interactive";"[2, 3]";22.99
1723;"";236150;"Starpoint Gemini 2";"2014-09-26";"Little Green Men Games";"Iceberg Interactive";"[1, 7]";26.99
1724;"";236290;"Cranky Cat";"2013-06-05";"March Entertainment";"March Entertainment";"[6]";1.99
1725;"";236370;"Interstellar Marines";"2013-07-02";"Zero Point Software";"Zero Point Software";"[1, 23]";6.95
1726;"";236390;"War Thunder";"2013-08-15";"Gaijin Entertainment";"Gaijin Entertainment";"[1, 7]";0.0
1727;"";236430;"DARK SOULS™ II";"2014-04-25";"FromSoftware, Inc";"BANDAI NAMCO Entertainment;FromSoftware, Inc";"[1, 4]";29.99
1728;"";236450;"PAC-MAN™ Championship Edition DX+";"2013-09-24";"Mine Loader Software Co., Ltd.";"BANDAI NAMCO Entertainment";"[1]";7.99
1729;"";236470;"PAC-MAN MUSEUM™";"2014-02-25";"BANDAI NAMCO Studio Inc.";"BANDAI NAMCO Entertainment";"[1]";14.99
1730;"";236490;"Hexodius";"2013-06-21";"Brain Slap Studio";"BANDAI NAMCO Entertainment";"[1, 2]";7.99
1731;"";236510;"Takedown: Red Sabre";"2014-02-10";"Serellan LLC";"505 Games";"[1, 3]";3.99
1732;"";236690;"Blood Bowl 2";"2015-09-22";"Cyanide Studios";"Focus Home Interactive";"[13, 3]";14.99
1733;"";236730;"Anomaly 2";"2013-05-15";"11 bit studios";"11 bit studios";"[1, 3]";11.49
1734;"";236790;"Agricultural Simulator 2013 - Steam Edition";"2013-06-07";"Actalogic";"United Independent Entertainment GmbH";"[6, 7]";6.99
1735;"";236850;"Europa Universalis IV";"2013-08-13";"Paradox Development Studio";"Paradox Interactive";"[7, 3]";34.99
1736;"";236930;"Blackwell Epiphany";"2014-04-24";"Wadjet Eye Games";"Wadjet Eye Games";"[9, 2]";6.99
1737;"";236970;"Jack Keane 2 - The Fire Within";"2013-06-28";"Deck 13";"astragon Entertainment";"[9]";7.19
1738;"";237310;"Elsword";"2014-07-02";"KOG";"KOG Games";"[1, 4]";0.0
1739;"";237350;"Frozen Cortex";"2015-02-19";"Mode 7";"Mode 7";"[2, 3]";18.99
1740;"";237430;"Expeditions: Conquistador";"2013-05-30";"Logic Artists";"THQ Nordic";"[2, 3]";17.99
1741;"";237470;"Battle Worlds: Kronos";"2013-11-04";"KING Art";"KING Art;THQ Nordic";"[3]";14.99
1742;"";237550;"Realms of Arkania: Blade of Destiny";"2013-07-29";"Crafty Studios";"United Independent Entertainment GmbH";"[9, 4]";10.99
1743;"";237570;"Penny Arcade's On the Rain-Slick Precipice of Darkness 4";"2013-06-07";"Zeboyd Games";"Penny Arcade, Inc.";"[2, 4]";1.69
1744;"";237630;"DuckTales: Remastered";"2013-08-13";"WayForward";"Capcom";"[1, 6]";11.99
1745;"";237740;"Angry Video Game Nerd Adventures";"2013-09-20";"FreakZone Games";"Screenwave Media";"[1, 2]";3.99
1746;"";237760;"Intake";"2013-11-06";"Cipher Prime Studios";"Cipher Prime Studios";"[1, 2]";6.99
1747;"";237850;"Dreamfall Chapters";"2017-07-21";"Red Thread Games";"Red Thread Games";"[9, 2]";18.99
1748;"";237870;"Planet Explorers";"2016-11-08";"Pathea Games";"Pathea Games";"[1, 7]";7.19
1749;"";237890;"Agarest: Generations of War";"2014-02-04";"Idea Factory";"Ghostlight LTD";"[9, 3]";10.99
1750;"";237930;"Transistor";"2014-05-20";"Supergiant Games";"Supergiant Games";"[1, 4]";15.49
1751;"";237950;"UFO: Afterlight";"2014-01-06";"Altar Games";"Bohemia Interactive";"[2, 3]";4.99
1752;"";237970;"Memento Mori 2";"2014-05-13";"Centauri Production";"Bohemia Interactive";"[9, 2]";16.99
1753;"";237990;"The Banner Saga";"2014-01-14";"Stoic";"Versus Evil";"[2, 3]";18.74
1754;"";238010;"Deus Ex: Human Revolution - Director's Cut";"2013-10-25";"Eidos Montreal;Feral Interactive (Mac)";"Square Enix;Feral Interactive (Mac)";"[1, 4]";12.99
1755;"";238050;"The Apogee Throwback Pack";"2013-07-01";"Interceptor Entertainment";"Apogee Software";"[1]";6.99
1756;"";238090;"Sniper Elite 3";"2014-06-27";"Rebellion";"Rebellion";"[1, 9]";22.99
1757;"";238210;"System Shock 2";"2013-05-10";"Irrational Games;Looking Glass Studios";"Nightdive Studios";"[1, 4]";6.99
1758;"";238240;"Edge of Space";"2015-09-17";"Handyman Studios";"Reverb Triple XP";"[1, 4]";10.99
1759;"";238260;"Pinball Arcade";"2013-11-04";"FarSight Studios";"FarSight Studios";"[12, 7]";0.0
1760;"";238320;"Outlast";"2013-09-04";"Red Barrels";"Red Barrels";"[1, 2]";15.49
1761;"";238370;"Magicka 2";"2015-05-26";"Pieces Interactive";"Paradox Interactive";"[1, 9]";10.99
1762;"";238430;"Contagion";"2013-10-25";"Monochrome, Inc";"Monochrome, Inc";"[1, 2]";6.99
1763;"";238460;"BattleBlock Theater®";"2014-05-15";"The Behemoth";"The Behemoth";"[1, 2]";10.99
1764;"";238530;"Super Puzzle Platformer Deluxe";"2013-05-24";"Andrew Morrish";"Adult Swim Games";"[1, 2]";5.59
1765;"";238630;"Fist Puncher";"2013-06-21";"Team2Bit";"Adult Swim Games";"[1, 2]";6.99
1766;"";238750;"Might & Magic X - Legacy";"2014-01-23";"Ubisoft";"Ubisoft";"[4]";20.99
1767;"";238870;"Citadels";"2013-07-25";"Games Distillery s.r.o.";"HandyGames";"[1, 3]";10.99
1768;"";238890;"Skyward Collapse";"2013-05-23";"Arcen Games, LLC";"Arcen Games, LLC";"[2, 3]";3.99
1769;"";238910;"Bionic Dues";"2013-10-08";"Arcen Games, LLC";"Arcen Games, LLC";"[2, 3]";6.99
1770;"";238930;"7 Grand Steps: What Ancients Begat";"2013-06-07";"Mousechief";"Mousechief";"[6, 3]";14.99
1771;"";238960;"Path of Exile";"2013-10-23";"Grinding Gear Games";"Grinding Gear Games";"[1, 4]";0.0
1772;"";239030;"Papers, Please";"2013-08-08";"Lucas Pope";"3909";"[9, 2]";6.99
1773;"";239070;"Hammerwatch";"2013-08-12";"Crackshell";"Crackshell";"[1, 4]";6.99
1774;"";239090;"Samurai Gunn";"2013-12-10";"Teknopants";"Maxistentialism";"[1]";11.99
1775;"";239120;"FINAL FANTASY III";"2014-05-27";"Square Enix";"Square Enix";"[4]";10.99
1776;"";239140;"Dying Light";"2015-01-26";"Techland";"Techland Publishing";"[1, 4]";24.99
1777;"";239160;"Thief";"2014-02-27";"Eidos-Montréal;Feral Interactive (Mac)";"Square Enix;Feral Interactive (Mac)";"[1, 9]";19.99
1778;"";239200;"Amnesia: A Machine for Pigs";"2013-09-10";"The Chinese Room";"Frictional Games";"[1, 2]";14.99
1779;"";239250;"Castlevania: Lords of Shadow 2";"2014-02-25";"MercurySteam";"Konami Digital Entertainment";"[1, 9]";24.99
1780;"";239430;"Q.U.B.E: Director's Cut";"2014-05-21";"Toxic Games";"Toxic Games";"[1, 2]";6.99
1781;"";239700;"Hate Plus";"2013-08-19";"Love Conquers All Games";"Love Conquers All Games";"[2]";7.19
1782;"";239720;"PAC-MAN™ and the Ghostly Adventures";"2014-03-06";"NAMCO BANDAI Games";"BANDAI NAMCO Entertainment";"[1]";29.99
1783;"";239800;"Bleed";"2013-07-03";"Ian Campbell";"Ian Campbell";"[1, 2]";3.99
1784;"";239820;"Game Dev Tycoon";"2013-08-29";"Greenheart Games";"Greenheart Games";"[6, 3]";6.99
1785;"";239840;"Dead State: Reanimated";"2014-12-04";"DoubleBear Productions";"DoubleBear Productions";"[2, 3]";14.99
1786;"";240320;"Panzar";"2013-11-25";"Panzar Studio";"OVALIS INVESTMENTS LIMITED";"[1, 4]";0.0
1787;"";240340;"Space Ace";"2013-08-27";"Digital Leisure Inc.";"Digital Leisure Inc.";"[1, 6]";6.99
1788;"";240360;"Dragon's Lair 2: Time Warp";"2013-10-24";"Digital Leisure Inc.";"Digital Leisure Inc.";"[1, 6]";6.99
1789;"";240440;"Quadrilateral Cowboy";"2016-07-25";"Blendo Games";"Blendo Games";"[1, 2]";14.99
1790;"";240600;"MotoGP™13";"2013-06-20";"Milestone S.r.l.";"Plug In Digital;Milestone S.r.l.";"[8, 13]";6.99
1791;"";240620;"Wanderlust Adventures";"2015-08-10";"Yeti Trunk";"Chucklefish";"[1, 4]";6.99
1792;"";240720;"Getting Over It with Bennett Foddy";"2017-12-06";"Bennett Foddy";"Bennett Foddy";"[1]";5.79
1793;"";240760;"Wasteland 2: Director's Cut";"2014-09-18";"inXile Entertainment";"inXile Entertainment";"[9, 3]";23.79
1794;"";240970;"Half Minute Hero: The Second Coming";"2014-04-04";"Opus";"Marvelous";"[1, 4]";6.99
1795;"";241000;"Jon Shafer's At the Gates";"2019-01-23";"Conifer Games";"Conifer Games";"[2, 3]";24.99
1796;"";241240;"Contraption Maker";"2014-07-07";"Game Dev Castle";"Top Meadow";"[6, 7]";7.19
1797;"";241260;"Sherlock Holmes: Crimes and Punishments";"2014-09-29";"Frogwares";"Focus Home Interactive";"[9]";19.99
1798;"";241300;"Card City Nights 2";"2017-09-01";"Ludosity";"Ludosity";"[9, 3]";5.79
1799;"";241320;"Ittle Dew";"2013-07-23";"Ludosity";"Ludosity";"[9, 2]";7.19
1800;"";241410;"CastleStorm";"2013-07-29";"Zen Studios";"Zen Studios";"[1, 3]";6.99
1801;"";241560;"The Crew™";"2014-12-19";"Ivory Tower in collaboration with Ubisoft Reflections";"Ubisoft";"[1, 8]";25.99
1802;"";241600;"Rogue Legacy";"2013-06-27";"Cellar Door Games";"Cellar Door Games";"[1, 4]";10.99
1803;"";241620;"Inquisitor";"2013-08-01";"CINEMAX, s.r.o.";"CINEMAX, s.r.o.";"[10, 4]";6.99
1804;"";241720;"Guncraft";"2013-08-09";"Exato Games Studio";"Reverb Triple XP";"[1, 2]";10.99
1805;"";241760;"Kill to Collect";"2016-04-06";"Pieces Interactive";"HandyGames;Pieces Interactive";"[1, 2]";6.99
1806;"";241910;"Goodbye Deponia";"2013-10-17";"Daedalic Entertainment";"Daedalic Entertainment";"[9, 2]";16.99
1807;"";242050;"Assassin’s Creed® IV Black Flag™";"2013-11-19";"Ubisoft Montreal";"Ubisoft";"[1, 9]";16.99
1808;"";242110;"Joe Danger 2: The Movie";"2013-06-24";"Hello Games";"Hello Games";"[1, 8]";9.99
1809;"";242130;"Vector Thrust";"2015-07-02";"TimeSymmetry";"Iceberg Interactive";"[1, 7]";18.99
1810;"";242530;"The Chaos Engine";"2013-08-29";"Abstraction Games;The Bitmap Brothers";"The Bitmap Brothers";"[1]";6.99
1811;"";242570;"Space Hulk";"2013-08-15";"Full Control Studios";"Full Control";"[2, 3]";18.99
1812;"";242640;"Styx: Master of Shadows";"2014-10-07";"Cyanide Studio";"Focus Home Interactive";"[1]";24.99
1813;"";242680;"Nuclear Throne";"2015-12-05";"Vlambeer";"Vlambeer";"[1, 4]";9.29
1814;"";242700;"Injustice: Gods Among Us Ultimate Edition";"2013-11-29";"NetherRealm Studios;High Voltage Software";"Warner Bros. Interactive Entertainment";"[1]";14.99
1815;"";242720;"GunZ 2: The Second Duel";"2014-05-01";"Masangsoft, Inc.";"Masangsoft, Inc.";"[1, 2]";0.0
1816;"";242760;"The Forest";"2018-04-30";"Endnight Games Ltd";"Endnight Games Ltd";"[1, 7]";15.49
1817;"";242780;"Cognition: An Erica Reed Thriller";"2013-09-19";"Phoenix Online Studios";"Phoenix Online Publishing";"[9, 2]";10.99
1818;"";242820;"140";"2013-10-16";"Carlsen Games";"Carlsen Games";"[1, 2]";3.99
1819;"";242840;"In Verbis Virtus";"2015-04-03";"Indomitus Games";"Indomitus Games";"[1, 4]";14.99
1820;"";242860;"Verdun";"2015-04-28";"M2H;Blackmill Games";"M2H";"[1, 3]";15.49
1821;"";242880;"Sir, You Are Being Hunted";"2014-05-02";"Big Robot Ltd";"Big Robot Ltd";"[1, 2]";14.99
1822;"";242920;"Banished";"2014-02-18";"Shining Rock Software LLC";"Shining Rock Software LLC";"[2, 3]";14.99
1823;"";243000;"Omikron: The Nomad Soul";"2013-09-26";"Quantic Dream";"Square Enix";"[4]";6.99
1824;"";243120;"Betrayer";"2014-03-24";"Blackpowder Games";"Blackpowder Games";"[1, 2]";3.99
1825;"";243160;"Mushroom 11";"2015-10-15";"Untame";"Untame";"[1, 2]";10.99
1826;"";243200;"Memoria";"2013-08-29";"Daedalic Entertainment";"Daedalic Entertainment";"[9, 2]";26.99
1827;"";243220;"FRACT OSC";"2014-04-22";"Phosfiend Systems";"Phosfiend Systems";"[2]";10.99
1828;"";243280;"Poöf";"2013-11-08";"Arkedo";"Neko Entertainment";"[1, 3]";4.99
1829;"";243360;"TrackMania² Valley";"2013-07-04";"Nadeo";"Ubisoft";"[8, 13]";16.99
1830;"";243450;"Urban Trial Freestyle";"2013-09-18";"Tate Multimedia";"Tate Multimedia";"[1, 13]";4.99
1831;"";243470;"Watch_Dogs™";"2014-05-26";"Ubisoft";"Ubisoft";"[1, 9]";25.99
1832;"";243780;"PixelJunk™ Monsters Ultimate";"2013-08-26";"Double Eleven;Q-Games Ltd.";"Double Eleven";"[3]";6.99
1833;"";243800;"Gas Guzzlers Extreme";"2013-10-08";"Gamepires";"Iceberg Interactive";"[1, 13]";18.99
1834;"";243930;"Bound By Flame";"2014-05-08";"Spiders";"Focus Home Interactive";"[1, 4]";14.99
1835;"";243950;"Divinity: Dragon Commander";"2013-08-06";"Larian Studios";"Larian Studios";"[1, 3]";29.99
1836;"";243970;"Invisible, Inc.";"2015-05-12";"Klei Entertainment";"Klei Entertainment";"[1, 3]";14.99
1837;"";244030;"Take On Mars";"2017-02-09";"Bohemia Interactive";"Bohemia Interactive";"[7]";20.99
1838;"";244050;"Rise of Flight United";"2013-09-05";"777 Studios";"1C-777";"[12, 7]";0.0
1839;"";244070;"Sid Meier’s Ace Patrol";"2013-08-27";"Firaxis Games";"2K";"[6, 3]";3.99
1840;"";244090;"Sid Meier’s Ace Patrol: Pacific Skies";"2013-11-05";"Firaxis Games";"2K";"[6, 3]";3.99
1841;"";244160;"Homeworld Remastered Collection";"2015-02-25";"Gearbox Software;Aspyr (Mac)";"Gearbox Publishing;Aspyr (Mac)";"[7, 3]";26.99
1842;"";244210;"Assetto Corsa";"2014-12-19";"Kunos Simulazioni";"Kunos Simulazioni";"[2, 13]";15.49
1843;"";244410;"Supreme Ruler 1936";"2014-05-09";"BattleGoat Studios";"BattleGoat Studios";"[2, 3]";9.99
1844;"";244430;"realMyst: Masterpiece Edition";"2014-02-05";"Cyan Worlds";"Cyan Worlds ";"[9, 2]";12.99
1845;"";244450;"Men of War: Assault Squad 2";"2014-05-15";"Digitalmindsoft";"1C Entertainment";"[1, 3]";19.99
1846;"";244590;"Epigenesis";"2014-08-01";"Dead Shark Triplepunch";"Dead Shark Triplepunch";"[1, 13]";0.0
1847;"";244690;"Face Noir";"2013-10-17";"Mad Orange";"Phoenix Online Publishing";"[9, 2]";6.99
1848;"";244710;"Shelter";"2013-08-28";"Might and Delight";"Might and Delight";"[9, 2]";6.99
1849;"";244730;"Divekick";"2013-08-20";"Iron Galaxy";"Iron Galaxy";"[1, 2]";3.99
1850;"";244750;"Aztez";"2017-08-01";"Team Colorblind";"Team Colorblind";"[1, 3]";14.99
1851;"";244770;"StarMade";"2014-12-04";"Schine, GmbH";"Schine, GmbH";"[1, 23]";10.99
1852;"";244810;"Foul Play";"2013-09-18";"Mediatonic;The Irregular Corporation";"Devolver Digital";"[1, 2]";9.99
1853;"";244830;"Wing IDE 5";"2014-04-30";"Wingware";"Wingware";"[16]";60.99
1854;"";244850;"Space Engineers";"2019-02-28";"Keen Software House";"Keen Software House";"[1, 3]";15.49
1855;"";244870;"Electronic Super Joy";"2013-08-23";"Michael Todd Games";"Michael Todd Games";"[1, 2]";5.49
1856;"";244890;"Velocity®Ultra";"2013-12-12";"Curve Digital;FuturLab";"Curve Digital";"[1, 2]";6.49
1857;"";244910;"Homesick";"2015-05-28";"Lucky Pause";"Lucky Pause";"[9, 2]";10.99
1858;"";244930;"SNOW";"2019-02-14";"Poppermost Productions;WastedStudios";"Crytek";"[12, 13]";0.0
1859;"";244950;"Where is my Heart?";"2014-05-29";"Schulenburg Software";"Die Gute Fabrik";"[9, 2]";5.59
1860;"";245050;"SpellForce 2 - Demons of the Past";"2014-01-16";"THQ Nordic;Mind Over Matter Studios";"THQ Nordic";"[4, 3]";17.99
1861;"";245170;"Skullgirls";"2013-08-22";"Lab Zero Games";"Marvelous;Autumn Games";"[1, 2]";6.99
1862;"";245280;"ENSLAVED™: Odyssey to the West™ Premium Edition";"2013-10-24";"Ninja Theory";"BANDAI NAMCO Entertainment";"[1, 9]";14.99
1863;"";245300;"Disney Epic Mickey 2:  The Power of Two";"2014-10-06";"Junction Point";"Disney Interactive";"[1, 9]";15.49
1864;"";245370;"Etherium";"2015-03-25";"Tindalos Interactive";"Focus Home Interactive";"[3]";7.49
1865;"";245390;"I Have No Mouth, and I Must Scream";"2013-10-17";"Cyberdreams";"Nightdive Studios";"[9]";4.79
1866;"";245410;"Wizardry 6: Bane of the Cosmic Forge";"2013-09-10";"Sir-Tech";"Gamepot, Inc.;Nightdive Studios";"[9, 4]";0.0
1867;"";245430;"Wizardry 7: Crusaders of the Dark Savant";"2013-09-10";"Sir-Tech";"Gamepot, Inc.;Nightdive Studios";"[9, 4]";0.0
1868;"";245450;"Wizardry 8";"2013-09-10";"Sir-Tech Canada";"Gamepot, Inc.;Nightdive Studios";"[9, 4]";6.99
1869;"";245470;"Democracy 3";"2013-10-14";"Positech Games";"Positech Games";"[2, 3]";18.99
1870;"";245490;"Trials Fusion™";"2014-04-24";"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev";"Ubisoft";"[8]";16.99
1871;"";245620;"Tropico 5";"2014-05-23";"Haemimont Games";"Kalypso Media Digital";"[4, 3]";14.99
1872;"";246070;"Hack 'n' Slash";"2014-09-09";"Double Fine Productions";"Double Fine Productions";"[9, 2]";9.99
1873;"";246090;"Spacebase DF-9";"2014-10-27";"Double Fine Productions";"Double Fine Productions";"[2, 3]";6.99
1874;"";246110;"MASSIVE CHALICE";"2015-06-01";"Double Fine Productions";"Double Fine Productions";"[2, 3]";14.99
1875;"";246420;"Kingdom Rush";"2014-01-06";"Ironhide Game Studio";"Ironhide Game Studio";"[1, 3]";6.99
1876;"";246580;"The Typing of The Dead: Overkill";"2013-10-29";"Modern Dream";"SEGA";"[1]";14.99
1877;"";246620;"Plague Inc: Evolved";"2016-02-18";"Ndemic Creations";"Ndemic Creations";"[6, 3]";11.99
1878;"";246680;"Secrets of Rætikon";"2014-04-17";"Broken Rules";"Broken Rules";"[1, 2]";6.99
1879;"";246700;"Strike Vector";"2014-01-28";"Ragequit Corporation";"Ragequit Corporation";"[1, 2]";8.99
1880;"";246720;"Wayward Manor";"2014-07-15";"Moonshark, Inc.";"Moonshark, Inc.";"[9, 2]";4.99
1881;"";246740;"Huntsman: The Orphanage (Halloween Edition)";"2013-09-13";"ShadowShifters";"ShadowShifters";"[1, 2]";6.19
1882;"";246760;"Legends of Eisenwald";"2015-07-02";"Aterdux Entertainment";"Aterdux Entertainment";"[9, 3]";14.99
1883;"";246800;"BeatBlasters III";"2014-02-21";"Chainsawesome Games";"Chainsawesome Games";"[1, 2]";6.99
1884;"";246820;"Jeklynn Heights";"2016-05-25";"Vex Studios, LLC";"Vex Studios, LLC";"[1, 23]";0.0
1885;"";246840;"FATE";"2013-12-12";"WildTangent";"WildTangent";"[1, 4]";5.59
1886;"";246880;"Recruits";"2014-07-31";"QUByte Interactive;Commotion Games Pty Ltd";"Commotion Games Pty Ltd";"[1, 23]";6.99
1887;"";246900;"Viscera Cleanup Detail";"2015-10-23";"RuneStorm";"RuneStorm";"[2, 7]";9.99
1888;"";246920;"Bombernauts";"2017-12-29";"Eyebrow Interactive";"Eyebrow Interactive";"[1, 2]";6.99
1889;"";246940;"Lords of the Black Sun";"2014-09-12";"Arkavi Studios";"Iceberg Interactive";"[2, 3]";22.99
1890;"";246960;"Giana Sisters: Twisted Dreams - Rise of the Owlverlord";"2013-09-26";"Black Forest Games";"HandyGames;Black Forest Games";"[1, 2]";3.99
1891;"";246980;"InFlux";"2013-09-18";"Impromptu Games";"Impromptu Games";"[9, 2]";7.19
1892;"";247000;"Talisman: Digital Edition";"2014-02-25";"Nomad Games";"Asmodee Digital";"[2, 3]";5.19
1893;"";247020;"Cook, Serve, Delicious!";"2013-10-08";"Vertigo Gaming Inc.";"Vertigo Gaming Inc.";"[1, 3]";6.99
1894;"";247080;"Crypt of the NecroDancer";"2015-04-23";"Brace Yourself Games";"Brace Yourself Games;Klei Entertainment";"[1, 4]";10.99
1895;"";247140;"Soundodger+";"2013-10-11";"Studio Bean";"Adult Swim Games";"[6, 2]";5.59
1896;"";247240;"Volgarr the Viking";"2013-09-13";"Crazy Viking Studios";"Adult Swim Games";"[1, 2]";6.99
1897;"";247370;"Mutant Mudds Deluxe";"2013-11-21";"Renegade Kid";"Good Shepherd Entertainment";"[1, 2]";6.99
1898;"";247430;"Hitman: Contracts";"2014-01-21";"Io-Interactive A/S";"Io-Interactive A/S";"[1]";8.29
1899;"";247660;"Deadly Premonition: The Director's Cut";"2013-10-29";"Rising Star Games";"Rising Star Games";"[11, 9]";19.99
1900;"";247730;"Nether: Resurrected";"2014-06-05";"Phosphor Games Studio";"Nether Productions, LLC";"[1, 7]";6.99
1901;"";247870;"Redshirt";"2013-11-13";"The Tiniest Shark";"Positech";"[2, 3]";6.99
1902;"";247950;"Sacred 3";"2014-07-31";"Keen Games";"Deep Silver";"[1, 4]";10.99
1903;"";248170;"Clickteam Fusion 2.5";"2013-12-05";"Clickteam";"Clickteam";"[5, 19]";69.99
1904;"";248190;"Knytt Underground";"2013-10-25";"Nifflas' Games";"Ripstone";"[20, 2]";4.99
1905;"";248270;"Songs2See";"2013-11-26";"Songquito UG";"Songquito UG";"[6, 7]";9.99
1906;"";248310;"Freedom Planet";"2014-07-21";"GalaxyTrail";"GalaxyTrail";"[1, 2]";10.99
1907;"";248330;"Dino Run DX";"2015-09-29";"Pixeljam";"Pixeljam";"[1, 8]";4.79
1908;"";248350;"Omegalodon";"2013-09-20";"North of Earth";"North of Earth";"[1, 2]";7.19
1909;"";248370;"Bridge It +";"2013-11-18";"Chronic Logic";"Libredia Entertainment";"[7]";4.99
